,,,,,Popular Stats,,,,,,Field Goals,,,Three Pointers,,,Free Throws,,,More Stats,
Jahmai Mashack,MEM,OKC,G,2.00000,0.72923,0.49820,0.03172,0.01249,0.00285,0.17503,0.24491,0.86520,28.3,0.21948,0.56618,38.8,0.01994,0.02546,78.3,0.00963,0.48857
Garrison Mathews,IND,BOS,G,15.00000,5.81952,1.95512,0.75797,0.43276,0.19738,0.41202,1.72613,4.38076,39.4,1.23231,3.36100,36.7,1.13496,1.39573,81.3,0.36470,1.59042
Bennedict Mathurin,IND,BOS,F,33.00000,18.69799,6.97393,2.37937,0.69721,0.25951,2.15935,5.68094,13.69493,41.5,1.64170,4.89965,33.5,5.69440,6.84530,83.2,1.85707,5.11687
Karlo Matkovic,NOP,DAL,C,15.00000,6.48461,4.27714,1.24922,0.56766,0.66481,0.48196,2.67743,5.08116,52.7,0.37917,1.15409,32.9,0.75057,1.02565,73.2,1.12192,3.15522
T.J. McConnell,IND,BOS,G,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Bryce McGowens,NOP,DAL,G,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Liam McNeeley,CHA,CLE,F,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
De'Anthony Melton,GSW,ORL,G,16.00000,6.31459,2.45599,1.43458,0.91225,0.28995,1.17535,2.23231,5.42917,41.1,1.03140,2.85442,36.1,0.81858,1.01470,80.7,0.51879,1.93720
Sam Merrill,CLE,CHA,G,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Brandon Miller,CHA,CLE,F,34.00000,21.26472,5.51816,3.74331,1.16995,0.79546,2.70794,7.34493,16.90384,43.5,3.32737,8.86073,37.6,3.24750,3.73550,86.9,0.89004,4.62812
Josh Minott,BOS,IND,F,20.00000,7.71881,6.06013,1.21334,1.00481,0.53190,0.37246,2.67814,5.76760,46.4,0.73046,2.35636,31.0,1.63207,2.10552,77.5,2.39997,3.66016
Yves Missi,NOP,DAL,C,7.00000,2.59890,2.82284,0.39040,0.15904,0.28767,0.28076,1.03978,1.85380,56.1,0.02246,0.07854,28.6,0.49688,0.76790,64.7,0.81754,2.00530
Ajay Mitchell,OKC,MEM,G,27.00000,13.81582,4.64868,3.43879,1.52938,0.32693,2.09998,5.07272,10.73507,47.3,1.52020,4.25267,35.7,2.15019,2.62287,82.0,1.24077,3.40792
Donovan Mitchell,CLE,CHA,G,35.00000,25.24523,5.87676,5.37077,1.69362,0.53952,2.43090,8.75246,19.21875,45.5,3.19037,8.80077,36.3,4.54995,5.56718,81.7,1.28189,4.59487
Evan Mobley,CLE,CHA,F,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Moses Moody,GSW,ORL,F,20.00000,9.13475,3.11156,1.16408,0.80172,0.30974,0.89420,3.25494,7.31432,44.5,1.41078,4.00946,35.2,1.21410,1.57786,76.9,0.71037,2.40119
Wendell Moore,DET,POR,F,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Ja Morant,MEM,OKC,G,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Trey Murphy,NOP,DAL,F,35.00000,19.38149,6.26728,3.46281,1.10486,0.58564,1.52022,6.66643,14.67183,45.4,2.70554,7.55062,35.8,3.34309,3.90590,85.6,1.88127,4.38601
Dejounte Murray,NOP,DAL,G,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Jamal Murray,DEN,UTA,G,36.00000,23.95506,5.03730,6.68134,1.31546,0.38468,2.52261,8.53186,17.55759,48.6,2.95135,7.14031,41.3,3.93998,4.53942,86.8,0.95243,4.08487
Kris Murray,POR,DET,F,28.00000,8.94266,3.62825,1.74854,1.19911,0.31042,1.83279,2.98194,7.13864,41.8,1.10650,3.05810,36.2,1.87229,2.26110,82.8,0.85640,2.77185
Svi Mykhailiuk,UTA,DEN,G,22.00000,6.94998,2.51054,1.67241,0.85784,0.12194,0.81216,2.40319,5.58726,43.0,1.25922,3.49713,36.0,0.88439,1.03339,85.6,0.97674,1.53380
Larry Nance,CLE,CHA,C,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Andrew Nembhard,IND,BOS,G,33.00000,13.61326,4.41941,6.56564,1.19939,0.23021,2.27470,4.99686,11.82416,42.3,1.45290,4.34379,33.4,2.16666,2.63304,82.3,1.30607,3.11334
Ryan Nembhard,DAL,NOP,G,25.00000,9.02952,3.28852,4.94107,0.83640,0.17215,4.73457,3.11530,7.38413,42.2,0.85786,2.87667,29.8,1.94106,2.33542,83.1,1.18704,2.10149
Aaron Nesmith,IND,BOS,F,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Georges Niang,UTA,DEN,F,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Zeke Nnaji,DEN,UTA,C,6.00000,2.28559,1.55498,0.19917,0.14233,0.14250,0.21772,0.82016,1.61007,50.9,0.21825,0.61876,35.3,0.42702,0.67632,63.1,0.57131,0.98368
Jusuf Nurkic,UTA,DEN,C,23.00000,10.44429,9.94023,2.94201,0.98115,0.54790,2.39578,4.12684,8.29219,49.8,0.63322,1.97748,32.0,1.55739,2.30035,67.7,2.88756,7.05267
Gary Payton,GSW,ORL,G,9.00000,3.56949,1.85639,0.48004,0.56143,0.14010,0.36554,1.48012,2.67590,55.3,0.29736,0.91700,32.4,0.31189,0.46509,67.1,0.56767,1.28872
Micah Peavy,NOP,DAL,F,5.00000,1.54982,0.95870,0.31644,0.17572,0.02463,0.12584,0.63785,1.56726,40.7,0.13082,0.51971,25.2,0.14330,0.19750,72.6,0.36583,0.59288
Noah Penda,ORL,GSW,F,10.00000,3.89869,4.03300,1.04212,0.32219,0.26796,0.54820,1.47465,3.01426,48.9,0.47719,1.01725,46.9,0.47220,0.79224,59.6,1.95541,2.07758
Taelon Peter,IND,BOS,G,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Drew Peterson,CHA,CLE,F,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Jalen Pickett,DEN,UTA,G,12.00000,5.70607,1.71063,2.48196,0.37271,0.02439,0.66787,2.04924,4.57415,44.8,0.68322,1.93222,35.4,0.92437,1.11146,83.2,0.38882,1.32181
Scotty Pippen,MEM,OKC,G,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Mason Plumlee,CHA,CLE,C,15.00000,4.67706,5.45759,1.84620,0.47192,0.54795,0.88493,1.91122,2.98114,64.1,0.06004,0.18622,32.2,0.79458,1.60374,49.5,1.90433,3.55326
Brandin Podziemski,GSW,ORL,G,27.00000,12.79235,5.53542,3.21558,1.18430,0.28643,1.54109,4.74331,10.57161,44.9,1.88687,5.04446,37.4,1.41885,1.83659,77.3,1.00546,4.52996
Jordan Poole,NOP,DAL,G,28.00000,15.79454,3.91556,3.54067,1.09129,0.21145,2.07529,5.39640,12.87321,41.9,2.41587,7.11392,34.0,2.58587,2.97231,87.0,0.58493,3.33062
Craig Porter,CLE,CHA,G,7.00000,2.82235,1.13454,1.10155,0.32875,0.08946,0.61740,0.93419,2.11759,44.1,0.60954,1.56127,39.0,0.34443,0.47747,72.1,0.49821,0.63633
Quinten Post,GSW,ORL,C,25.00000,12.01318,6.66171,1.78929,0.55946,0.76996,1.42465,4.26864,9.50956,44.9,2.06826,5.44847,38.0,1.40765,1.76180,79.9,2.46040,4.20131
Dwight Powell,DAL,NOP,C,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Payton Pritchard,BOS,IND,G,35.00000,17.01959,5.80058,4.73386,1.25448,0.25620,1.88407,6.07294,13.28589,45.7,2.82741,7.79958,36.3,2.04630,2.54007,80.6,1.39490,4.40568
Tyrese Proctor,CLE,CHA,G,7.00000,2.47391,0.99678,0.91778,0.23402,0.10831,1.17197,0.94590,2.18457,43.3,0.42705,1.30176,32.8,0.15506,0.20421,75.9,0.45158,0.54520
Olivier-Maxence Prosper,MEM,OKC,F,16.00000,6.12482,2.63988,1.06236,0.38644,0.42569,1.21756,2.26116,5.33051,42.4,0.58839,1.88753,31.2,1.01411,1.34502,75.4,0.51612,2.12376
Derik Queen,NOP,DAL,C,27.00000,12.27502,8.93840,3.48567,1.12205,0.79255,2.63918,4.84540,9.89079,49.0,0.29100,1.12473,25.9,2.29322,3.16995,72.3,2.63469,6.30371
Neemias Queta,BOS,IND,C,29.00000,13.08358,10.64239,1.62444,0.77300,1.70725,1.38851,5.32357,8.46161,62.9,0.08441,0.32097,26.3,2.35203,3.36098,70.0,4.78243,5.85996
Duop Reath,POR,DET,C,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Paul Reed,DET,POR,C,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Antonio Reeves,CHA,CLE,G,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Will Richard,GSW,ORL,G,9.00000,3.97831,1.38392,0.62908,0.41617,0.06045,0.76370,1.38154,3.20534,43.1,0.56043,1.68149,33.3,0.65480,0.85890,76.2,0.55346,0.83046
Jase Richardson,ORL,GSW,G,14.00000,6.52028,2.86372,1.56017,0.52745,0.29889,1.06833,2.29113,5.00911,45.7,0.55945,1.68017,33.3,1.37855,1.61116,85.6,0.59379,2.26993
Duncan Robinson,DET,POR,F,27.00000,11.07202,2.91425,2.24471,0.78305,0.14632,1.22015,3.75925,8.80461,42.7,2.36418,6.28376,37.6,1.18934,1.38741,85.7,0.48412,2.43013
Orlando Robinson,ORL,GSW,C,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Rayan Rupert,POR,DET,G,9.00000,2.71144,1.70414,0.52200,0.38122,0.04925,0.57531,0.99081,2.73694,36.2,0.44220,1.40809,31.4,0.28760,0.41802,68.8,0.35145,1.35269
D'Angelo Russell,DAL,NOP,G,11.00000,5.79401,1.28194,2.14364,0.33340,0.10991,0.62082,1.99149,4.73658,42.0,0.97395,2.75161,35.4,0.83709,1.02167,81.9,0.16329,1.11865
Tidjane Salaun,CHA,CLE,F,16.00000,6.00324,4.12844,1.15281,0.37832,0.30609,0.83508,1.99143,5.10011,39.0,0.79659,2.54148,31.3,1.22380,1.60596,76.2,0.74295,3.38549
Gui Santos,GSW,ORL,F,5.00000,2.50606,1.77575,0.28432,0.11337,0.18303,0.33043,0.97420,1.80142,54.1,0.15591,0.45338,34.4,0.40175,0.54474,73.8,0.57154,1.20421
Marcus Sasser,DET,POR,G,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Baylor Scheierman,BOS,IND,F,10.00000,3.50014,2.10591,0.84306,0.46328,0.12004,0.36568,1.17516,2.86672,41.0,0.60907,1.74778,34.8,0.54075,0.67038,80.7,0.56261,1.54329
Brice Sensabaugh,UTA,DEN,F,20.00000,10.34852,3.30389,1.61234,0.70122,0.20704,1.28997,3.67015,7.89656,46.5,1.70755,4.35832,39.2,1.30067,1.45120,89.6,0.83570,2.46819
Collin Sexton,CHA,CLE,G,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Shaedon Sharpe,POR,DET,G,37.00000,26.39089,5.61372,4.37124,1.16311,0.30381,3.01290,9.11825,20.96776,43.5,3.31649,9.76422,34.0,4.83789,5.77148,83.8,1.73690,3.87681
Ben Sheppard,IND,BOS,G,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Max Shulga,BOS,IND,G,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Pascal Siakam,IND,BOS,F,34.00000,20.77733,8.75065,4.77526,0.73614,0.58491,2.82161,7.87560,17.49277,45.0,1.66694,5.02249,33.2,3.35918,4.46624,75.2,1.95459,6.79606
Anfernee Simons,BOS,IND,G,28.00000,14.91813,3.25879,3.40670,0.59584,0.13547,1.68083,5.27728,12.03527,43.8,2.04978,5.68409,36.1,2.31379,2.75361,84.0,0.62800,2.63079
KJ Simpson,CHA,CLE,G,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Javon Small,MEM,OKC,G,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Tolu Smith,DET,POR,C,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Thomas Sorber,OKC,MEM,C,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Cam Spencer,MEM,OKC,G,35.00000,15.64317,5.29009,5.69905,1.34380,0.21600,1.58025,5.12936,12.30724,41.7,2.82035,7.51535,37.5,2.56410,3.00469,85.3,0.65745,4.63264
Pat Spencer,GSW,ORL,G,10.00000,4.64990,1.62452,1.63341,0.46440,0.04528,0.61394,1.78818,4.01698,44.5,0.46624,1.17583,39.7,0.60730,0.71710,84.7,0.50215,1.12237
Isaiah Stewart,DET,POR,C,23.00000,7.59993,7.21590,1.94523,0.60156,1.40725,1.18661,2.82113,5.43151,51.9,0.43305,1.25818,34.4,1.52462,2.07331,73.5,2.84714,4.36876
Julian Strawther,DEN,UTA,F,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Max Strus,CLE,CHA,F,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Jalen Suggs,ORL,GSW,G,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Ausar Thompson,DET,POR,F,28.00000,13.88685,6.86856,2.64070,2.20194,0.83367,1.74271,5.25862,10.35202,50.8,0.70513,2.43652,28.9,2.66447,3.91067,68.1,2.20614,4.66242
Ethan Thompson,IND,BOS,G,18.00000,5.08689,1.67326,1.44327,0.41194,0.22159,0.25111,1.76820,4.41796,40.0,0.98309,2.98654,32.9,0.56740,0.70594,80.4,0.66969,1.00357
Klay Thompson,DAL,NOP,F,18.00000,9.19106,2.49692,1.25452,0.44289,0.21014,0.65166,3.27038,7.74708,42.2,2.01290,5.23977,38.4,0.63740,0.74497,85.6,0.31599,2.18092
Matisse Thybulle,POR,DET,F,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Xavier Tillman,BOS,IND,F,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Nae'Qwan Tomlin,CLE,CHA,F,10.00000,5.45182,3.17428,0.43631,0.17339,0.39594,0.32446,1.99798,4.52121,44.2,0.26943,1.36270,19.8,1.18644,1.65760,71.6,1.34666,1.82762
John Tonje,UTA,DEN,G,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Nikola Topic,OKC,MEM,G,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Obi Toppin,IND,BOS,F,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Oscar Tshiebwe,UTA,DEN,C,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Hunter Tyson,DEN,UTA,F,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Jaylon Tyson,CLE,CHA,F,31.00000,13.66698,4.54113,2.96982,0.86629,0.29475,1.99427,5.18156,12.32216,42.1,1.77110,4.94966,35.8,1.53275,1.89389,80.9,0.81787,3.72325
Jonas Valanciunas,DEN,UTA,C,13.00000,7.63685,5.83881,1.29591,0.24580,0.43033,0.83113,2.99472,5.20685,57.5,0.29201,0.85213,34.3,1.35541,1.69338,80.0,1.58932,4.24949
Dean Wade,CLE,CHA,F,27.00000,8.23817,5.17694,1.68859,0.91951,0.34398,0.56190,3.08856,6.51706,47.4,1.30321,3.70696,35.2,0.75783,1.11494,68.0,1.19039,3.98655
Franz Wagner,ORL,GSW,F,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Moritz Wagner,ORL,GSW,C,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Jarace Walker,IND,BOS,F,20.00000,8.03614,4.56817,1.88962,0.73674,0.53313,1.32516,2.87790,6.61915,43.5,1.32733,3.48042,38.1,0.95300,1.28758,74.0,1.25578,3.31239
Cason Wallace,OKC,MEM,G,28.00000,9.63228,4.64103,2.78131,1.75547,0.44243,1.25099,3.66739,7.76725,47.2,1.37506,3.68655,37.3,0.92245,1.15803,79.7,1.02076,3.62027
Jordan Walsh,BOS,IND,F,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
P.J. Washington,DAL,NOP,F,31.00000,14.56019,6.91447,2.09508,1.05095,0.90611,1.27321,5.32914,11.73994,45.4,2.17870,6.14893,35.4,1.72321,2.43572,70.7,1.52667,5.38780
Peyton Watson,DEN,UTA,F,27.00000,11.42497,5.75232,2.08213,0.67228,1.26279,0.94293,4.08009,8.51139,47.9,0.99014,2.87227,34.5,2.27465,3.19912,71.1,1.67847,4.07386
Jaylen Wells,MEM,OKC,F,34.00000,14.57566,6.57904,2.89587,0.80590,0.18324,1.99021,5.13203,11.93976,43.0,2.15057,5.98016,36.0,2.16102,2.66151,81.2,1.35828,5.22076
Blake Wesley,POR,DET,G,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Derrick White,BOS,IND,G,36.00000,18.16892,5.96137,4.87679,1.07208,1.10080,1.93277,6.20305,14.20591,43.7,2.63969,7.55152,35.0,3.12314,3.90222,80.0,1.00228,4.95909
Aaron Wiggins,OKC,MEM,F,20.00000,9.98843,4.25229,1.70189,0.68087,0.26772,0.91830,3.72604,7.76624,48.0,1.46647,3.84818,38.1,1.06987,1.35894,78.7,1.18794,3.06435
Amari Williams,BOS,IND,C,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Brandon Williams,DAL,NOP,G,22.00000,12.30359,2.99600,3.30362,0.81497,0.25379,1.39150,4.24344,8.65841,49.0,1.23202,3.43384,35.9,2.58469,3.22885,80.0,0.70845,2.28755
Cody Williams,UTA,DEN,F,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Grant Williams,CHA,CLE,F,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Jalen Williams,OKC,MEM,F,30.00000,18.81495,6.64472,4.73340,1.45741,0.72189,2.14885,6.77763,13.93712,48.6,1.62376,4.58819,35.4,3.63593,4.57927,79.4,1.32808,5.31665
Jaylin Williams,OKC,MEM,C,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Kenrich Williams,OKC,MEM,F,25.00000,8.65286,6.77681,2.46653,1.01963,0.37137,1.21955,3.34651,7.51156,44.6,1.00561,3.01453,33.4,0.95423,1.49466,63.8,2.21895,4.55786
Robert Williams,POR,DET,C,21.00000,7.23357,7.29698,1.68538,0.76446,1.22880,1.07797,2.91492,4.85856,60.0,0.13137,0.34406,38.2,1.27236,1.52351,83.5,3.04724,4.24974
Vince Williams,MEM,OKC,F,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
Zion Williamson,NOP,DAL,F,27.00000,21.03162,7.99134,4.12209,1.03356,0.59080,2.36838,8.23761,14.95076,55.1,0.23700,0.80717,29.4,4.31940,6.15642,70.2,3.12691,4.86443
James Wiseman,IND,BOS,C,11.00000,5.10012,4.36938,0.42352,0.11841,0.42852,0.73929,2.11464,4.29001,49.3,0.13619,0.60138,22.6,0.73465,0.99770,73.6,1.26224,3.10714
Chris Youngblood,OKC,MEM,G,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000,0.0,0.00000,0.00000
